1, 0.131867100 
2, 0.010403458 
3, 0.011386243 
4, 0.014089597 
5, 0.017178537 
6, 0.019533042 
7, 0.024842743 
8, 0.027674044 
9, 0.026707044 
10, 0.038481596 
11, 0.031148639 
12, 0.030998483 
13, 0.035778590 
14, 0.041286636 
15, 0.041934470 
16, 0.042632797 
17, 0.043690588 
18, 0.046576015 
19, 0.060310967 
20, 0.053706438 
21, 0.059807563 
22, 0.065085627 
23, 0.063019489 
24, 0.068162553 
25, 0.078198306 
26, 0.070001712 
27, 0.080984421 
28, 0.085499697 
29, 0.080045496 
30, 0.088995732 
31, 0.086502315 
32, 0.085411070 
33, 0.091331450 
34, 0.095331937 
35, 0.101976485 
36, 0.097511912 
37, 0.098610770 
38, 0.100265832 
39, 0.102964577 
40, 0.120697082 
41, 0.115817663 
42, 0.109812428 
43, 0.118982239 
44, 0.115086511 
45, 0.131405182 
46, 0.125808928 
47, 0.136288514 
48, 0.140983835 
49, 0.134090729 
50, 0.135665125 
51, 0.133258100 
52, 0.136137520 
53, 0.145632295 
54, 0.154043369 
55, 0.158379016 
56, 0.153140900 
57, 0.159978625 
58, 0.160710963 
59, 0.156767396 
60, 0.166659141 
61, 0.162647968 
62, 0.161856265 
63, 0.174088687 
64, 0.164264478 
65, 0.173655401 
66, 0.170384181 
67, 0.185358089 
68, 0.172887446 
69, 0.187495254 
70, 0.190287444 
71, 0.196184009 
72, 0.195146123 
73, 0.193176783 
74, 0.200938347 
75, 0.214019670 
76, 0.204875908 
77, 0.209300324 
78, 0.224554848 
79, 0.221279088 
80, 0.220132669 
81, 0.223394812 
82, 0.237084649 
83, 0.233203866 
84, 0.229775017 
85, 0.229552438 
86, 0.233140314 
87, 0.232520976 
88, 0.225032276 
89, 0.249045395 
90, 0.240626012 
91, 0.275774443 
92, 0.268524594 
93, 0.254505813 
94, 0.276225469 
95, 0.245465137 
96, 0.260475292 
97, 0.280854235 
98, 0.274387151 
99, 0.289460931 
100, 0.261696790 
